STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       1420;202503301310;    2; 1003.8;  12.7;  15.8;  60.0;   5.1;eor
       1420;202503301320;    2; 1003.9;  12.3;  14.0;  58.7;   4.4;eor
       1420;202503301330;    2; 1003.7;  12.0;  12.6;  59.2;   4.3;eor
       1420;202503301340;    2; 1003.6;  11.9;  12.3;  60.0;   4.4;eor
       1420;202503301350;    2; 1003.4;  11.8;  12.3;  60.4;   4.4;eor
       1420;202503301400;    2; 1003.3;  11.8;  12.1;  60.8;   4.5;eor
       1420;202503301410;    2; 1003.1;  12.3;  13.9;  59.2;   4.6;eor
       1420;202503301420;    2; 1002.9;  12.5;  13.4;  58.5;   4.6;eor
       1420;202503301430;    2; 1002.9;  13.1;  14.7;  57.0;   4.8;eor
       1420;202503301440;    2; 1002.8;  13.4;  15.3;  56.0;   4.8;eor
       1420;202503301450;    2; 1002.9;  13.2;  13.9;  56.0;   4.6;eor
       1420;202503301500;    2; 1002.9;  12.7;  13.0;  57.5;   4.5;eor
       1420;202503301510;    2; 1002.9;  13.1;  13.8;  56.3;   4.6;eor
       1420;202503301520;    2; 1003.1;  13.7;  15.2;  53.5;   4.4;eor
       1420;202503301530;    2; 1002.9;  13.3;  13.6;  54.1;   4.2;eor
       1420;202503301540;    2; 1002.9;  13.8;  14.9;  53.0;   4.4;eor
       1420;202503301550;    2; 1002.8;  14.0;  14.7;  51.2;   4.1;eor
       1420;202503301600;    2; 1002.8;  13.9;  14.2;  51.8;   4.2;eor
       1420;202503301610;    2; 1003.0;  13.8;  13.3;  51.7;   4.0;eor
       1420;202503301620;    2; 1002.9;  13.7;  13.2;  51.6;   3.9;eor
