STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       1420;202503230430;    2;  989.7;  10.8;   9.5;  66.4;   4.8;eor
       1420;202503230440;    2;  989.7;  10.7;   9.4;  67.5;   4.9;eor
       1420;202503230450;    2;  989.8;  11.2;  10.0;  63.7;   4.6;eor
       1420;202503230500;    2;  989.9;  11.5;  10.5;  61.3;   4.3;eor
       1420;202503230510;    2;  990.0;  10.8;   9.7;  64.9;   4.5;eor
       1420;202503230520;    2;  990.1;  10.6;   9.4;  65.8;   4.5;eor
       1420;202503230530;    2;  990.3;  10.5;   8.9;  66.8;   4.6;eor
       1420;202503230540;    2;  990.4;  10.7;   9.4;  66.5;   4.7;eor
       1420;202503230550;    2;  990.5;  10.5;   9.1;  68.1;   4.9;eor
       1420;202503230600;    2;  990.6;  10.7;   9.7;  68.0;   5.0;eor
       1420;202503230610;    2;  990.7;  10.7;  10.0;  68.3;   5.1;eor
       1420;202503230620;    2;  990.7;  10.8;  10.1;  68.4;   5.2;eor
       1420;202503230630;    2;  990.9;  10.9;  10.3;  67.8;   5.2;eor
       1420;202503230640;    2;  991.1;  10.9;  10.4;  67.5;   5.1;eor
       1420;202503230650;    2;  991.3;  11.0;  10.6;  67.1;   5.1;eor
       1420;202503230700;    2;  991.5;  11.1;  10.9;  67.5;   5.3;eor
       1420;202503230710;    2;  991.6;  11.2;  11.2;  66.0;   5.1;eor
       1420;202503230720;    2;  991.7;  11.4;  11.7;  66.2;   5.3;eor
       1420;202503230730;    2;  991.7;  11.8;  12.1;  65.5;   5.5;eor
       1420;202503230740;    2;  991.9;  12.0;  12.5;  62.6;   5.1;eor
       1420;202503230750;    2;  991.9;  12.2;  12.9;  62.6;   5.3;eor
       1420;202503230800;    2;  992.0;  12.3;  13.1;  61.7;   5.2;eor
       1420;202503230810;    2;  991.9;  12.3;  12.5;  62.5;   5.3;eor
       1420;202503230820;    2;  991.9;  12.0;  11.8;  63.8;   5.4;eor
       1420;202503230830;    2;  992.0;  12.0;  11.6;  64.1;   5.4;eor
       1420;202503230840;    2;  991.9;  11.6;  10.6;  69.7;   6.3;eor
       1420;202503230850;    2;  992.0;  11.4;   9.8;  71.1;   6.4;eor
       1420;202503230900;    2;  992.4;  10.5;   9.7;  78.9;   7.0;eor
       1420;202503230910;    2;  992.5;  10.4;   9.9;  84.3;   7.9;eor
       1420;202503230920;    2;  992.5;  10.5;  10.3;  85.7;   8.2;eor
       1420;202503230930;    2;  992.6;  10.9;  11.1;  85.7;   8.6;eor
       1420;202503230940;    2;  992.7;  11.3;  11.7;  85.7;   9.0;eor
       1420;202503230950;    2;  992.7;  12.0;  12.6;  82.6;   9.1;eor
       1420;202503231000;    2;  992.8;  12.7;  13.5;  75.3;   8.4;eor
       1420;202503231010;    2;  992.9;  13.0;  13.6;  71.8;   8.0;eor
       1420;202503231020;    2;  993.0;  13.0;  13.4;  68.8;   7.4;eor
       1420;202503231030;    2;  993.0;  13.8;  15.4;  67.2;   7.8;eor
       1420;202503231040;    2;  993.0;  13.7;  14.5;  61.1;   6.3;eor
       1420;202503231050;    2;  993.1;  14.2;  15.5;  64.0;   7.5;eor
       1420;202503231100;    2;  993.1;  13.9;  14.7;  59.8;   6.2;eor
       1420;202503231110;    2;  993.1;  14.2;  15.5;  58.3;   6.1;eor
       1420;202503231120;    2;  993.1;  14.1;  15.7;  57.8;   5.9;eor
       1420;202503231130;    2;  993.1;  14.3;  15.9;  56.7;   5.8;eor
       1420;202503231140;    2;  993.2;  14.3;  15.6;  55.8;   5.6;eor
       1420;202503231150;    2;  993.2;  14.3;  15.2;  54.1;   5.1;eor
       1420;202503231200;    2;  993.2;  14.4;  15.1;  56.9;   6.0;eor
       1420;202503231210;    2;  993.2;  14.7;  15.4;  55.1;   5.8;eor
       1420;202503231220;    2;  993.1;  15.2;  17.5;  54.7;   6.1;eor
       1420;202503231230;    2;  993.1;  15.6;  19.5;  48.6;   4.8;eor
       1420;202503231240;    2;  993.1;  15.9;  18.2;  50.4;   5.6;eor
       1420;202503231250;    2;  993.0;  15.9;  19.0;  50.6;   5.7;eor
       1420;202503231300;    2;  992.9;  16.4;  20.0;  51.2;   6.3;eor
       1420;202503231310;    2;  992.9;  16.5;  19.5;  51.8;   6.6;eor
       1420;202503231320;    2;  992.9;  16.4;  18.4;  51.7;   6.4;eor
       1420;202503231330;    2;  992.9;  16.2;  17.8;  52.6;   6.5;eor
       1420;202503231340;    2;  993.0;  16.2;  17.9;  53.7;   6.8;eor
       1420;202503231350;    2;  993.0;  16.4;  18.1;  53.5;   6.9;eor
       1420;202503231400;    2;  993.0;  16.8;  18.4;  55.8;   7.9;eor
       1420;202503231410;    2;  993.0;  17.0;  19.6;  52.8;   7.3;eor
       1420;202503231420;    2;  993.0;  17.3;  20.5;  50.6;   7.0;eor
       1420;202503231430;    2;  993.0;  17.4;  20.7;  51.0;   7.2;eor
       1420;202503231440;    2;  993.1;  17.7;  20.6;  52.0;   7.7;eor
       1420;202503231450;    2;  993.1;  16.6;  18.5;  55.3;   7.6;eor
       1420;202503231500;    2;  993.2;  16.0;  16.8;  57.0;   7.5;eor
       1420;202503231510;    2;  993.3;  15.9;  16.2;  57.1;   7.4;eor
       1420;202503231520;    2;  993.4;  15.9;  16.1;  57.1;   7.4;eor
       1420;202503231530;    2;  993.5;  15.9;  16.0;  56.2;   7.2;eor
       1420;202503231540;    2;  993.5;  15.9;  16.0;  55.8;   7.1;eor
       1420;202503231550;    2;  993.5;  15.9;  15.7;  54.8;   6.8;eor
       1420;202503231600;    2;  993.5;  16.0;  15.6;  55.5;   7.1;eor
       1420;202503231610;    2;  993.7;  15.9;  15.4;  54.7;   6.8;eor
       1420;202503231620;    2;  993.7;  15.9;  15.3;  55.3;   7.0;eor
       1420;202503231630;    2;  993.8;  15.9;  15.2;  56.1;   7.2;eor
       1420;202503231640;    2;  993.9;  15.8;  15.0;  56.2;   7.1;eor
       1420;202503231650;    2;  994.0;  15.7;  14.8;  57.9;   7.4;eor
       1420;202503231700;    2;  994.1;  15.7;  14.6;  57.8;   7.4;eor
       1420;202503231710;    2;  994.3;  15.1;  14.5;  58.6;   7.1;eor
       1420;202503231720;    2;  994.3;  14.1;  13.6;  65.7;   7.8;eor
       1420;202503231730;    2;  994.4;  13.4;  13.1;  72.3;   8.5;eor
       1420;202503231740;    2;  994.4;  13.1;  12.8;  75.4;   8.9;eor
       1420;202503231750;    2;  994.6;  13.2;  12.8;  75.7;   9.0;eor
       1420;202503231800;    2;  994.7;  13.3;  12.8;  76.8;   9.3;eor
       1420;202503231810;    2;  994.9;  13.0;  12.6;  79.2;   9.5;eor
       1420;202503231820;    2;  995.1;  12.8;  12.3;  81.4;   9.7;eor
       1420;202503231830;    2;  995.3;  12.7;  12.4;  80.5;   9.4;eor
       1420;202503231840;    2;  995.5;  12.4;  12.2;  82.3;   9.5;eor
       1420;202503231850;    2;  995.7;  12.5;  12.1;  81.4;   9.4;eor
