STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor;STATIONS_ID_wind;  QN_wind;FF_10;DD_10;eor_wind;STATIONS_ID_precip;  QN_precip;RWS_DAU_10;RWS_10;RWS_IND_10;eor_precip
1420;2025-03-24 05:20:00;2;998.3;8.4;6.4;84.6;6.0;eor;1420;2;2.1;240;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 05:30:00;2;998.5;7.7;6.0;86.2;5.5;eor;1420;2;1.2;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 05:40:00;2;998.7;7.6;5.7;88.9;5.9;eor;1420;2;0.8;100;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 05:50:00;2;998.8;7.7;5.6;88.6;5.9;eor;1420;2;1.1;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:00:00;2;998.9;7.6;5.9;89.4;6.0;eor;1420;2;1.0;160;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:10:00;2;999.0;7.7;6.4;88.9;6.0;eor;1420;2;1.2;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:20:00;2;999.0;8.7;7.6;82.3;5.9;eor;1420;2;1.3;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:30:00;2;999.1;8.7;7.7;83.0;6.0;eor;1420;2;1.2;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:40:00;2;999.3;9.0;8.4;82.1;6.1;eor;1420;2;1.8;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 06:50:00;2;999.3;9.5;9.0;80.2;6.3;eor;1420;2;1.8;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 07:00:00;2;999.4;10.6;10.6;76.1;6.6;eor;1420;2;1.9;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 07:10:00;2;999.5;11.7;11.6;72.5;6.9;eor;1420;2;1.4;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-24 07:20:00;2;999.7;11.9;11.4;69.7;6.5;eor;1420;2;1.1;180;eor;1420;2;0;0.0;0;eor
