STATIONS_ID;MESS_DATUM;  QN;RWS_DAU_10;RWS_10;RWS_IND_10;eor
       1420;202503230000;    2;   0;   0.00;   0;eor
       1420;202503230010;    2;   0;   0.00;   0;eor
       1420;202503230020;    2;   0;   0.00;   0;eor
       1420;202503230030;    2;   0;   0.00;   0;eor
       1420;202503230040;    2;   7;   0.00;   1;eor
       1420;202503230050;    2;   6;   0.00;   1;eor
       1420;202503230100;    2;   0;   0.00;   0;eor
       1420;202503230110;    2;   0;   0.00;   0;eor
       1420;202503230120;    2;   0;   0.00;   0;eor
       1420;202503230130;    2;   0;   0.00;   0;eor
       1420;202503230140;    2;   0;   0.00;   0;eor
       1420;202503230150;    2;   0;   0.00;   0;eor
       1420;202503230200;    2;   0;   0.00;   0;eor
       1420;202503230210;    2;   0;   0.00;   0;eor
       1420;202503230220;    2;   0;   0.00;   0;eor
       1420;202503230230;    2;   0;   0.00;   0;eor
       1420;202503230240;    2;   0;   0.00;   0;eor
       1420;202503230250;    2;   0;   0.00;   0;eor
       1420;202503230300;    2;   0;   0.00;   0;eor
       1420;202503230310;    2;   0;   0.00;   0;eor
       1420;202503230320;    2;   0;   0.00;   0;eor
       1420;202503230330;    2;   0;   0.00;   0;eor
       1420;202503230340;    2;   0;   0.00;   0;eor
       1420;202503230350;    2;   0;   0.00;   0;eor
       1420;202503230400;    2;   0;   0.00;   0;eor
       1420;202503230410;    2;   0;   0.00;   0;eor
       1420;202503230420;    2;   0;   0.00;   0;eor
       1420;202503230430;    2;   0;   0.00;   0;eor
       1420;202503230440;    2;   0;   0.00;   0;eor
       1420;202503230450;    2;   0;   0.00;   0;eor
       1420;202503230500;    2;   0;   0.00;   0;eor
       1420;202503230510;    2;   0;   0.00;   0;eor
       1420;202503230520;    2;   0;   0.00;   0;eor
       1420;202503230530;    2;   0;   0.00;   0;eor
       1420;202503230540;    2;   0;   0.00;   0;eor
       1420;202503230550;    2;   0;   0.00;   0;eor
       1420;202503230600;    2;   0;   0.00;   0;eor
       1420;202503230610;    2;   0;   0.00;   0;eor
       1420;202503230620;    2;   0;   0.00;   0;eor
       1420;202503230630;    2;   0;   0.00;   0;eor
       1420;202503230640;    2;   0;   0.00;   0;eor
       1420;202503230650;    2;   0;   0.00;   0;eor
       1420;202503230700;    2;   0;   0.00;   0;eor
       1420;202503230710;    2;   0;   0.00;   0;eor
       1420;202503230720;    2;   0;   0.00;   0;eor
       1420;202503230730;    2;   0;   0.00;   0;eor
       1420;202503230740;    2;   0;   0.00;   0;eor
       1420;202503230750;    2;   0;   0.00;   0;eor
       1420;202503230800;    2;   0;   0.00;   0;eor
       1420;202503230810;    2;   0;   0.00;   0;eor
       1420;202503230820;    2;   0;   0.00;   0;eor
       1420;202503230830;    2;   1;   0.00;   1;eor
       1420;202503230840;    2;   9;   0.00;   1;eor
       1420;202503230850;    2;  10;   0.14;   1;eor
       1420;202503230900;    2;  10;   0.07;   1;eor
       1420;202503230910;    2;  10;   0.21;   1;eor
       1420;202503230920;    2;  10;   0.14;   1;eor
       1420;202503230930;    2;  10;   0.14;   1;eor
       1420;202503230940;    2;  10;   0.07;   1;eor
       1420;202503230950;    2;   2;   0.01;   1;eor
       1420;202503231000;    2;   0;   0.00;   0;eor
       1420;202503231010;    2;   0;   0.00;   0;eor
       1420;202503231020;    2;   0;   0.00;   0;eor
       1420;202503231030;    2;   0;   0.00;   0;eor
       1420;202503231040;    2;   0;   0.00;   0;eor
       1420;202503231050;    2;   0;   0.00;   0;eor
       1420;202503231100;    2;   0;   0.00;   0;eor
       1420;202503231110;    2;   0;   0.00;   0;eor
       1420;202503231120;    2;   0;   0.00;   0;eor
       1420;202503231130;    2;   0;   0.00;   0;eor
       1420;202503231140;    2;   0;   0.00;   0;eor
       1420;202503231150;    2;   0;   0.00;   0;eor
       1420;202503231200;    2;   0;   0.00;   0;eor
       1420;202503231210;    2;   0;   0.00;   0;eor
       1420;202503231220;    2;   0;   0.00;   0;eor
       1420;202503231230;    2;   0;   0.00;   0;eor
       1420;202503231240;    2;   0;   0.00;   0;eor
       1420;202503231250;    2;   0;   0.00;   0;eor
       1420;202503231300;    2;   0;   0.00;   0;eor
       1420;202503231310;    2;   0;   0.00;   0;eor
       1420;202503231320;    2;   0;   0.00;   0;eor
       1420;202503231330;    2;   0;   0.00;   0;eor
       1420;202503231340;    2;   0;   0.00;   0;eor
       1420;202503231350;    2;   0;   0.00;   0;eor
       1420;202503231400;    2;   0;   0.00;   0;eor
       1420;202503231410;    2;   0;   0.00;   0;eor
       1420;202503231420;    2;   0;   0.00;   0;eor
       1420;202503231430;    2;   0;   0.00;   0;eor
       1420;202503231440;    2;   0;   0.00;   0;eor
       1420;202503231450;    2;   0;   0.00;   0;eor
       1420;202503231500;    2;   0;   0.00;   0;eor
       1420;202503231510;    2;   0;   0.00;   0;eor
       1420;202503231520;    2;   0;   0.00;   0;eor
       1420;202503231530;    2;   0;   0.00;   0;eor
       1420;202503231540;    2;   0;   0.00;   0;eor
       1420;202503231550;    2;   0;   0.00;   0;eor
       1420;202503231600;    2;   0;   0.00;   0;eor
       1420;202503231610;    2;   0;   0.00;   0;eor
       1420;202503231620;    2;   0;   0.00;   0;eor
       1420;202503231630;    2;   0;   0.00;   0;eor
       1420;202503231640;    2;   0;   0.00;   0;eor
       1420;202503231650;    2;   0;   0.00;   0;eor
       1420;202503231700;    2;   0;   0.00;   0;eor
       1420;202503231710;    2;   0;   0.00;   0;eor
       1420;202503231720;    2;   4;   0.00;   1;eor
       1420;202503231730;    2;   0;   0.00;   0;eor
       1420;202503231740;    2;   0;   0.00;   0;eor
       1420;202503231750;    2;   0;   0.00;   0;eor
       1420;202503231800;    2;   0;   0.00;   0;eor
       1420;202503231810;    2;   0;   0.00;   0;eor
       1420;202503231820;    2;   0;   0.00;   0;eor
       1420;202503231830;    2;   0;   0.00;   0;eor
       1420;202503231840;    2;   0;   0.00;   0;eor
       1420;202503231850;    2;   0;   0.00;   0;eor
       1420;202503231900;    2;   0;   0.00;   0;eor
       1420;202503231910;    2;   0;   0.00;   0;eor
       1420;202503231920;    2;   0;   0.00;   0;eor
