STATIONS_ID;MESS_DATUM;  QN;FF_10;DD_10;eor
       1420;202503240000;    2;   0.7; 180;eor
       1420;202503240010;    2;   0.9; 170;eor
       1420;202503240020;    2;   0.9; 150;eor
       1420;202503240030;    2;   1.0; 150;eor
       1420;202503240040;    2;   0.8; 120;eor
       1420;202503240050;    2;   0.7; 120;eor
       1420;202503240100;    2;   0.7; 150;eor
       1420;202503240110;    2;   0.5; 120;eor
       1420;202503240120;    2;   1.0; 180;eor
       1420;202503240130;    2;   0.5; 180;eor
       1420;202503240140;    2;   0.3; 290;eor
       1420;202503240150;    2;   0.4; 290;eor
       1420;202503240200;    2;   0.6; 250;eor
       1420;202503240210;    2;   1.2; 230;eor
       1420;202503240220;    2;   1.0; 130;eor
       1420;202503240230;    2;   0.7; 260;eor
       1420;202503240240;    2;   0.6;  30;eor
       1420;202503240250;    2;   0.3; 350;eor
       1420;202503240300;    2;   0.4; 110;eor
       1420;202503240310;    2;   1.1; 190;eor
       1420;202503240320;    2;   1.2; 170;eor
       1420;202503240330;    2;   1.2; 170;eor
       1420;202503240340;    2;   1.0; 170;eor
       1420;202503240350;    2;   1.1; 170;eor
       1420;202503240400;    2;   1.4; 190;eor
       1420;202503240410;    2;   1.1; 210;eor
       1420;202503240420;    2;   1.2; 230;eor
       1420;202503240430;    2;   1.2; 230;eor
       1420;202503240440;    2;   1.4; 230;eor
       1420;202503240450;    2;   1.9; 230;eor
       1420;202503240500;    2;   2.1; 240;eor
       1420;202503240510;    2;   2.3; 230;eor
       1420;202503240520;    2;   2.1; 240;eor
       1420;202503240530;    2;   1.2; 200;eor
       1420;202503240540;    2;   0.8; 100;eor
       1420;202503240550;    2;   1.1; 170;eor
       1420;202503240600;    2;   1.0; 160;eor
       1420;202503240610;    2;   1.2; 170;eor
       1420;202503240620;    2;   1.3; 190;eor
       1420;202503240630;    2;   1.2; 210;eor
       1420;202503240640;    2;   1.8; 210;eor
       1420;202503240650;    2;   1.8; 200;eor
       1420;202503240700;    2;   1.9; 210;eor
       1420;202503240710;    2;   1.4; 200;eor
       1420;202503240720;    2;   1.1; 180;eor
