STATIONS_ID;MESS_DATUM;  QN;RWS_DAU_10;RWS_10;RWS_IND_10;eor
       1420;202503300000;    2;   0;   0.00;   0;eor
       1420;202503300010;    2;   0;   0.00;   0;eor
       1420;202503300020;    2;   0;   0.00;   0;eor
       1420;202503300030;    2;   0;   0.00;   0;eor
       1420;202503300040;    2;   0;   0.00;   0;eor
       1420;202503300050;    2;   0;   0.00;   0;eor
       1420;202503300100;    2;   0;   0.00;   0;eor
       1420;202503300110;    2;   0;   0.00;   0;eor
       1420;202503300120;    2;   0;   0.00;   0;eor
       1420;202503300130;    2;   0;   0.00;   0;eor
       1420;202503300140;    2;   0;   0.00;   0;eor
       1420;202503300150;    2;   0;   0.00;   0;eor
       1420;202503300200;    2;   0;   0.00;   0;eor
       1420;202503300210;    2;   0;   0.00;   0;eor
       1420;202503300220;    2;   0;   0.00;   0;eor
       1420;202503300230;    2;   0;   0.00;   0;eor
       1420;202503300240;    2;   0;   0.00;   0;eor
       1420;202503300250;    2;   0;   0.00;   0;eor
       1420;202503300300;    2;   0;   0.00;   0;eor
       1420;202503300310;    2;   0;   0.00;   0;eor
       1420;202503300320;    2;   0;   0.00;   0;eor
       1420;202503300330;    2;   0;   0.00;   0;eor
       1420;202503300340;    2;   0;   0.00;   0;eor
       1420;202503300350;    2;   0;   0.00;   0;eor
       1420;202503300400;    2;   0;   0.00;   0;eor
       1420;202503300410;    2;   0;   0.00;   0;eor
       1420;202503300420;    2;   0;   0.00;   0;eor
       1420;202503300430;    2;   0;   0.00;   0;eor
       1420;202503300440;    2;   0;   0.00;   0;eor
       1420;202503300450;    2;   0;   0.00;   0;eor
       1420;202503300500;    2;   0;   0.00;   0;eor
       1420;202503300510;    2;   0;   0.00;   0;eor
       1420;202503300520;    2;   0;   0.00;   0;eor
       1420;202503300530;    2;   0;   0.00;   0;eor
       1420;202503300540;    2;   0;   0.00;   0;eor
       1420;202503300550;    2;   0;   0.00;   0;eor
       1420;202503300600;    2;   0;   0.00;   0;eor
       1420;202503300610;    2;   0;   0.00;   0;eor
       1420;202503300620;    2;   0;   0.00;   0;eor
       1420;202503300630;    2;   0;   0.00;   0;eor
       1420;202503300640;    2;   0;   0.00;   0;eor
       1420;202503300650;    2;   0;   0.00;   0;eor
       1420;202503300700;    2;   0;   0.00;   0;eor
       1420;202503300710;    2;   0;   0.00;   0;eor
       1420;202503300720;    2;   0;   0.00;   0;eor
       1420;202503300730;    2;   0;   0.00;   0;eor
       1420;202503300740;    2;   0;   0.00;   0;eor
       1420;202503300750;    2;   0;   0.00;   0;eor
       1420;202503300800;    2;   0;   0.00;   0;eor
       1420;202503300810;    2;   0;   0.00;   0;eor
       1420;202503300820;    2;   0;   0.00;   0;eor
       1420;202503300830;    2;   0;   0.00;   0;eor
       1420;202503300840;    2;   0;   0.00;   0;eor
       1420;202503300850;    2;   0;   0.00;   0;eor
       1420;202503300900;    2;   0;   0.00;   0;eor
       1420;202503300910;    2;   0;   0.00;   0;eor
       1420;202503300920;    2;   0;   0.00;   0;eor
       1420;202503300930;    2;   0;   0.00;   0;eor
       1420;202503300940;    2;   0;   0.00;   0;eor
       1420;202503300950;    2;   0;   0.00;   0;eor
       1420;202503301000;    2;   0;   0.00;   0;eor
       1420;202503301010;    2;   3;   0.00;   1;eor
       1420;202503301020;    2;  10;   0.00;   1;eor
       1420;202503301030;    2;   8;   0.00;   1;eor
       1420;202503301040;    2;  10;   0.00;   1;eor
       1420;202503301050;    2;   3;   0.00;   1;eor
       1420;202503301100;    2;   0;   0.00;   0;eor
       1420;202503301110;    2;   0;   0.00;   0;eor
       1420;202503301120;    2;   0;   0.00;   0;eor
       1420;202503301130;    2;   0;   0.00;   0;eor
       1420;202503301140;    2;   0;   0.00;   0;eor
       1420;202503301150;    2;   0;   0.00;   0;eor
       1420;202503301200;    2;   0;   0.00;   0;eor
       1420;202503301210;    2;   0;   0.00;   0;eor
       1420;202503301220;    2;   0;   0.00;   0;eor
       1420;202503301230;    2;   0;   0.00;   0;eor
       1420;202503301240;    2;   0;   0.00;   0;eor
       1420;202503301250;    2;   0;   0.00;   0;eor
       1420;202503301300;    2;   0;   0.00;   0;eor
       1420;202503301310;    2;   0;   0.00;   0;eor
       1420;202503301320;    2;   0;   0.00;   0;eor
       1420;202503301330;    2;   0;   0.00;   0;eor
       1420;202503301340;    2;   0;   0.00;   0;eor
       1420;202503301350;    2;   0;   0.00;   0;eor
       1420;202503301400;    2;   0;   0.00;   0;eor
       1420;202503301410;    2;   0;   0.00;   0;eor
       1420;202503301420;    2;   0;   0.00;   0;eor
       1420;202503301430;    2;   0;   0.00;   0;eor
       1420;202503301440;    2;   0;   0.00;   0;eor
       1420;202503301450;    2;   0;   0.00;   0;eor
       1420;202503301500;    2;   0;   0.00;   0;eor
       1420;202503301510;    2;   0;   0.00;   0;eor
       1420;202503301520;    2;   0;   0.00;   0;eor
       1420;202503301530;    2;   0;   0.00;   0;eor
       1420;202503301540;    2;   0;   0.00;   0;eor
       1420;202503301550;    2;   0;   0.00;   0;eor
       1420;202503301600;    2;   0;   0.00;   0;eor
       1420;202503301610;    2;   0;   0.00;   0;eor
       1420;202503301620;    2;   0;   0.00;   0;eor
       1420;202503301630;    2;   0;   0.00;   0;eor
       1420;202503301640;    2;   0;   0.00;   0;eor
       1420;202503301650;    2;   0;   0.00;   0;eor
