STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor;STATIONS_ID_wind;  QN_wind;FF_10;DD_10;eor_wind;STATIONS_ID_precip;  QN_precip;RWS_DAU_10;RWS_10;RWS_IND_10;eor_precip
1420;2025-03-29 04:00:00;2;998.7;8.9;7.8;71.4;4.0;eor;1420;2;2.1;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 04:10:00;2;998.8;9.0;8.0;70.8;4.0;eor;1420;2;2.4;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 04:20:00;2;998.9;9.0;7.9;70.8;4.0;eor;1420;2;2.1;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 04:30:00;2;999.0;8.9;7.7;71.7;4.1;eor;1420;2;2.2;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 04:40:00;2;999.2;8.8;7.5;72.2;4.1;eor;1420;2;3.4;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 04:50:00;2;999.4;8.6;7.0;72.9;4.0;eor;1420;2;3.7;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:00:00;2;999.6;8.7;7.2;72.9;4.1;eor;1420;2;5.4;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:10:00;2;999.8;8.2;6.4;74.5;3.9;eor;1420;2;5.7;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:20:00;2;1000.0;9.3;8.3;70.2;4.2;eor;1420;2;5.8;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:30:00;2;1000.2;8.9;7.7;71.7;4.1;eor;1420;2;5.6;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:40:00;2;1000.5;9.0;7.9;71.3;4.1;eor;1420;2;5.4;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 05:50:00;2;1000.8;9.1;8.1;71.1;4.1;eor;1420;2;5.2;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:00:00;2;1001.0;9.3;8.4;70.5;4.2;eor;1420;2;4.9;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:10:00;2;1001.2;9.4;8.6;70.3;4.3;eor;1420;2;4.6;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:20:00;2;1001.4;9.6;8.9;69.8;4.4;eor;1420;2;4.4;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:30:00;2;1001.6;9.8;9.2;68.6;4.3;eor;1420;2;4.6;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:40:00;2;1001.7;9.8;9.2;69.0;4.4;eor;1420;2;4.1;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 06:50:00;2;1001.8;9.9;9.2;69.1;4.5;eor;1420;2;3.7;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:00:00;2;1001.9;10.3;9.7;64.9;4.0;eor;1420;2;4.1;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:10:00;2;1002.0;10.4;9.8;64.4;4.0;eor;1420;2;4.5;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:20:00;2;1002.2;10.4;10.0;64.9;4.1;eor;1420;2;4.0;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:30:00;2;1002.4;10.6;10.1;64.6;4.2;eor;1420;2;5.0;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:40:00;2;1002.6;10.7;10.3;62.9;3.9;eor;1420;2;5.3;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 07:50:00;2;1002.8;10.7;10.2;63.7;4.1;eor;1420;2;5.5;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:00:00;2;1003.0;10.6;10.3;64.1;4.1;eor;1420;2;6.4;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:10:00;2;1003.1;10.7;10.5;63.5;4.1;eor;1420;2;5.4;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:20:00;2;1003.2;10.8;10.7;63.8;4.2;eor;1420;2;5.6;10;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:30:00;2;1003.3;11.0;11.0;64.9;4.7;eor;1420;2;5.8;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:40:00;2;1003.5;10.9;10.9;63.4;4.2;eor;1420;2;5.9;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 08:50:00;2;1003.5;11.0;11.1;63.9;4.4;eor;1420;2;5.0;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 09:00:00;2;1003.7;10.9;11.1;64.2;4.4;eor;1420;2;5.4;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 09:10:00;2;1003.8;11.1;11.3;62.8;4.3;eor;1420;2;5.3;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-29 09:20:00;2;1003.9;11.1;11.4;62.5;4.2;eor;1420;2;5.5;350;eor;1420;2;0;0.0;0;eor
