STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor;STATIONS_ID_wind;  QN_wind;FF_10;DD_10;eor_wind;STATIONS_ID_precip;  QN_precip;RWS_DAU_10;RWS_10;RWS_IND_10;eor_precip
1420;2025-03-30 00:00:00;2;1007.5;2.3;-2.3;76.0;-1.5;eor;1420;2;1.5;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 00:10:00;2;1007.6;2.2;-2.0;77.2;-1.4;eor;1420;2;1.5;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 00:20:00;2;1007.4;2.0;-2.8;76.9;-1.6;eor;1420;2;1.2;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 00:30:00;2;1007.3;1.6;-3.3;77.7;-1.9;eor;1420;2;1.5;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 00:40:00;2;1007.4;1.6;-2.5;78.7;-1.7;eor;1420;2;1.7;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 00:50:00;2;1007.3;1.2;-3.0;79.1;-2.0;eor;1420;2;1.9;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:00:00;2;1007.5;1.1;-2.8;80.2;-1.9;eor;1420;2;1.1;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:10:00;2;1007.5;1.0;-2.8;80.5;-2.0;eor;1420;2;0.9;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:20:00;2;1007.5;1.0;-2.8;80.5;-2.0;eor;1420;2;1.1;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:30:00;2;1007.5;0.9;-3.4;80.8;-2.0;eor;1420;2;0.9;160;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:40:00;2;1007.5;0.7;-3.2;80.7;-2.2;eor;1420;2;1.2;180;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 01:50:00;2;1007.5;0.5;-3.5;81.4;-2.3;eor;1420;2;1.3;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:00:00;2;1007.4;0.5;-3.0;82.5;-2.1;eor;1420;2;1.5;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:10:00;2;1007.4;0.3;-3.1;83.5;-2.2;eor;1420;2;0.9;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:20:00;2;1007.2;-0.3;-3.5;83.7;-2.7;eor;1420;2;1.8;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:30:00;2;1007.2;0.3;-2.8;84.1;-2.1;eor;1420;2;1.7;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:40:00;2;1007.2;-0.1;-2.6;83.6;-2.5;eor;1420;2;0.9;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 02:50:00;2;1007.3;0.1;-3.0;84.3;-2.2;eor;1420;2;0.7;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:00:00;2;1007.1;0.0;-2.8;84.4;-2.3;eor;1420;2;1.4;170;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:10:00;2;1006.7;-0.4;-2.8;84.8;-2.6;eor;1420;2;2.1;180;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:20:00;2;1006.4;0.0;-2.9;85.9;-2.1;eor;1420;2;2.4;180;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:30:00;2;1006.3;-0.1;-3.4;85.6;-2.2;eor;1420;2;2.6;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:40:00;2;1005.9;-0.2;-3.2;85.5;-2.3;eor;1420;2;2.8;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 03:50:00;2;1006.4;0.3;-2.7;85.8;-1.8;eor;1420;2;2.3;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:00:00;2;1006.1;-0.3;-3.6;86.2;-2.3;eor;1420;2;1.8;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:10:00;2;1006.0;-0.8;-4.0;87.6;-2.6;eor;1420;2;2.3;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:20:00;2;1006.2;-0.6;-3.3;89.1;-2.2;eor;1420;2;2.8;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:30:00;2;1006.2;-0.5;-3.9;89.0;-2.1;eor;1420;2;3.2;220;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:40:00;2;1006.0;-0.6;-3.1;85.5;-2.7;eor;1420;2;2.2;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 04:50:00;2;1006.1;-0.2;-2.5;88.4;-1.9;eor;1420;2;2.6;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:00:00;2;1006.0;-0.2;-1.9;87.6;-2.0;eor;1420;2;2.5;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:10:00;2;1005.9;-0.2;-2.1;86.5;-2.2;eor;1420;2;2.7;200;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:20:00;2;1006.1;-0.1;-2.0;86.5;-2.1;eor;1420;2;3.3;210;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:30:00;2;1005.9;-0.3;-1.5;86.5;-2.3;eor;1420;2;2.6;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:40:00;2;1005.8;1.1;-0.7;84.5;-1.2;eor;1420;2;2.7;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 05:50:00;2;1005.7;0.9;-0.6;86.0;-1.2;eor;1420;2;2.6;190;eor;1420;2;0;0.0;0;eor
1420;2025-03-30 06:00:00;2;1005.7;1.9;0.2;83.3;-0.6;eor;1420;2;2.5;200;eor;1420;2;0;0.0;0;eor
