STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor;STATIONS_ID_wind;  QN_wind;FF_10;DD_10;eor_wind;STATIONS_ID_precip;  QN_precip;RWS_DAU_10;RWS_10;RWS_IND_10;eor_precip
1420;2025-03-23 00:00:00;2;989.6;12.4;11.1;58.2;4.4;eor;1420;2;2.8;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 00:10:00;2;989.7;11.4;9.6;63.8;4.8;eor;1420;2;2.9;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 00:20:00;2;989.7;11.8;8.6;61.6;4.7;eor;1420;2;2.4;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 00:30:00;2;989.5;11.5;10.2;63.6;4.8;eor;1420;2;0.9;60;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 00:40:00;2;989.5;11.4;8.7;64.6;5.0;eor;1420;2;1.2;90;eor;1420;2;7;0.0;1;eor
1420;2025-03-23 00:50:00;2;989.5;10.8;7.5;67.7;5.1;eor;1420;2;3.4;50;eor;1420;2;6;0.0;1;eor
1420;2025-03-23 01:00:00;2;989.4;10.6;7.2;67.3;4.8;eor;1420;2;1.0;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 01:10:00;2;989.4;10.3;8.0;68.3;4.7;eor;1420;2;1.7;360;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 01:20:00;2;989.3;12.1;10.7;59.6;4.5;eor;1420;2;1.2;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 01:30:00;2;989.3;11.2;9.6;63.9;4.6;eor;1420;2;1.5;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 01:40:00;2;989.3;12.2;11.0;58.6;4.3;eor;1420;2;1.8;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 01:50:00;2;989.3;12.0;10.8;60.3;4.6;eor;1420;2;1.8;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:00:00;2;989.4;11.5;10.0;62.5;4.6;eor;1420;2;1.9;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:10:00;2;989.6;11.4;9.7;63.0;4.6;eor;1420;2;1.9;30;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:20:00;2;989.8;11.6;10.3;61.1;4.4;eor;1420;2;2.1;340;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:30:00;2;989.6;11.4;10.1;62.2;4.4;eor;1420;2;3.9;320;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:40:00;2;989.6;12.2;10.9;59.3;4.5;eor;1420;2;2.8;350;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 02:50:00;2;989.6;11.6;9.8;61.9;4.5;eor;1420;2;2.4;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:00:00;2;989.4;12.4;11.1;58.0;4.4;eor;1420;2;1.5;20;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:10:00;2;989.4;12.1;10.6;60.4;4.7;eor;1420;2;1.5;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:20:00;2;989.3;12.4;10.5;59.6;4.8;eor;1420;2;2.2;80;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:30:00;2;989.4;12.0;10.0;61.1;4.7;eor;1420;2;1.6;70;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:40:00;2;989.5;10.4;8.3;67.8;4.7;eor;1420;2;1.1;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 03:50:00;2;989.4;10.8;8.8;66.4;4.8;eor;1420;2;2.1;70;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:00:00;2;989.5;9.8;8.4;72.7;5.1;eor;1420;2;2.3;70;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:10:00;2;989.6;10.9;9.5;67.6;5.1;eor;1420;2;2.4;60;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:20:00;2;989.7;11.2;10.1;64.1;4.7;eor;1420;2;1.8;80;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:30:00;2;989.7;10.8;9.5;66.4;4.8;eor;1420;2;1.8;80;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:40:00;2;989.7;10.7;9.4;67.5;4.9;eor;1420;2;2.6;60;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 04:50:00;2;989.8;11.2;10.0;63.7;4.6;eor;1420;2;3.3;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:00:00;2;989.9;11.5;10.5;61.3;4.3;eor;1420;2;3.1;60;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:10:00;2;990.0;10.8;9.7;64.9;4.5;eor;1420;2;2.9;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:20:00;2;990.1;10.6;9.4;65.8;4.5;eor;1420;2;2.9;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:30:00;2;990.3;10.5;8.9;66.8;4.6;eor;1420;2;3.3;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:40:00;2;990.4;10.7;9.4;66.5;4.7;eor;1420;2;3.3;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 05:50:00;2;990.5;10.5;9.1;68.1;4.9;eor;1420;2;3.5;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:00:00;2;990.6;10.7;9.7;68.0;5.0;eor;1420;2;3.5;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:10:00;2;990.7;10.7;10.0;68.3;5.1;eor;1420;2;3.2;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:20:00;2;990.7;10.8;10.1;68.4;5.2;eor;1420;2;3.6;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:30:00;2;990.9;10.9;10.3;67.8;5.2;eor;1420;2;4.0;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:40:00;2;991.1;10.9;10.4;67.5;5.1;eor;1420;2;3.6;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 06:50:00;2;991.3;11.0;10.6;67.1;5.1;eor;1420;2;3.3;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:00:00;2;991.5;11.1;10.9;67.5;5.3;eor;1420;2;3.2;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:10:00;2;991.6;11.2;11.2;66.0;5.1;eor;1420;2;3.1;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:20:00;2;991.7;11.4;11.7;66.2;5.3;eor;1420;2;3.0;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:30:00;2;991.7;11.8;12.1;65.5;5.5;eor;1420;2;3.1;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:40:00;2;991.9;12.0;12.5;62.6;5.1;eor;1420;2;3.3;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 07:50:00;2;991.9;12.2;12.9;62.6;5.3;eor;1420;2;2.9;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 08:00:00;2;992.0;12.3;13.1;61.7;5.2;eor;1420;2;2.3;50;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 08:10:00;2;991.9;12.3;12.5;62.5;5.3;eor;1420;2;2.3;40;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 08:20:00;2;991.9;12.0;11.8;63.8;5.4;eor;1420;2;2.3;60;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 08:30:00;2;992.0;12.0;11.6;64.1;5.4;eor;1420;2;2.6;80;eor;1420;2;1;0.0;1;eor
1420;2025-03-23 08:40:00;2;991.9;11.6;10.6;69.7;6.3;eor;1420;2;3.4;70;eor;1420;2;9;0.0;1;eor
1420;2025-03-23 08:50:00;2;992.0;11.4;9.8;71.1;6.4;eor;1420;2;3.4;60;eor;1420;2;10;0.14;1;eor
1420;2025-03-23 09:00:00;2;992.4;10.5;9.7;78.9;7.0;eor;1420;2;2.6;70;eor;1420;2;10;0.07;1;eor
1420;2025-03-23 09:10:00;2;992.5;10.4;9.9;84.3;7.9;eor;1420;2;1.8;80;eor;1420;2;10;0.21;1;eor
1420;2025-03-23 09:20:00;2;992.5;10.5;10.3;85.7;8.2;eor;1420;2;1.5;120;eor;1420;2;10;0.14;1;eor
1420;2025-03-23 09:30:00;2;992.6;10.9;11.1;85.7;8.6;eor;1420;2;2.6;250;eor;1420;2;10;0.14;1;eor
1420;2025-03-23 09:40:00;2;992.7;11.3;11.7;85.7;9.0;eor;1420;2;4.4;240;eor;1420;2;10;0.07;1;eor
1420;2025-03-23 09:50:00;2;992.7;12.0;12.6;82.6;9.1;eor;1420;2;4.4;240;eor;1420;2;2;0.01;1;eor
1420;2025-03-23 10:00:00;2;992.8;12.7;13.5;75.3;8.4;eor;1420;2;3.9;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 10:10:00;2;992.9;13.0;13.6;71.8;8.0;eor;1420;2;3.7;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 10:20:00;2;993.0;13.0;13.4;68.8;7.4;eor;1420;2;3.2;240;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 10:30:00;2;993.0;13.8;15.4;67.2;7.8;eor;1420;2;3.1;240;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 10:40:00;2;993.0;13.7;14.5;61.1;6.3;eor;1420;2;2.4;250;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 10:50:00;2;993.1;14.2;15.5;64.0;7.5;eor;1420;2;2.8;250;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:00:00;2;993.1;13.9;14.7;59.8;6.2;eor;1420;2;3.1;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:10:00;2;993.1;14.2;15.5;58.3;6.1;eor;1420;2;2.6;250;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:20:00;2;993.1;14.1;15.7;57.8;5.9;eor;1420;2;2.6;260;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:30:00;2;993.1;14.3;15.9;56.7;5.8;eor;1420;2;2.5;250;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:40:00;2;993.2;14.3;15.6;55.8;5.6;eor;1420;2;2.7;240;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 11:50:00;2;993.2;14.3;15.2;54.1;5.1;eor;1420;2;2.9;270;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:00:00;2;993.2;14.4;15.1;56.9;6.0;eor;1420;2;2.7;250;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:10:00;2;993.2;14.7;15.4;55.1;5.8;eor;1420;2;3.0;270;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:20:00;2;993.1;15.2;17.5;54.7;6.1;eor;1420;2;2.7;270;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:30:00;2;993.1;15.6;19.5;48.6;4.8;eor;1420;2;2.0;300;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:40:00;2;993.1;15.9;18.2;50.4;5.6;eor;1420;2;2.0;320;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 12:50:00;2;993.0;15.9;19.0;50.6;5.7;eor;1420;2;1.2;300;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 13:00:00;2;992.9;16.4;20.0;51.2;6.3;eor;1420;2;2.7;280;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 13:10:00;2;992.9;16.5;19.5;51.8;6.6;eor;1420;2;1.6;230;eor;1420;2;0;0.0;0;eor
1420;2025-03-23 13:20:00;2;992.9;16.4;18.4;51.7;6.4;eor;1420;2;2.3;240;eor;1420;2;0;0.0;0;eor
